title,reviews
달빛조각사 완결,장르소설 입문작 이 쉑땜에 수능 망함
달빛조각사 완결,잘 마무리 된것만으로도 만점을 받아야 마땅하다
달빛조각사 완결,내 판소 첫 소설 참 추억의 작품
달빛조각사 완결,막화가 개같지만 어쨋든 상황묘사 전쟁씬 다 몰입될정도로 잘 표현햇음
달빛조각사 완결,잘읽히는 양판소 근데 후반부갈수록질질끌다 완결. 만족스럽지못함.
달빛조각사 완결,"상징성 ""만"" 남은 작품."
달빛조각사 완결,온라인 게임에서 하는 사냥 렙업 노가다를 그대로 글로 옮겼다
달빛조각사 완결,입문작 (알지?)
달빛조각사 완결,"남희성은 소설을 연금으로 생각한 것을 깊이 반성하고 사죄할 것.

엔딩은 정말 충격적으로 못썼다."
달빛조각사 완결,별점이 생각보다 높아서 놀랐다. 게임 때문에 읽었는데 과거로 돌아간다면 절대 게임도 책도 건드리지 않을정도... 일단 말투가 너무 오글거려서 하차함... 스토리도 캐릭터도 평면적이다 못해 그냥 2d. 이런 장르의 시초 정도라는 타이틀은 있지만... 차라리 돈 버리지 말고 요즘 나오는 평 좋은 작품들을 보는 게 나을 듯.
달빛조각사 완결,추억의 작품
달빛조각사 완결,지금 읽어도 재미있을것 같지만 보고나면 후회할것.시간아까움
달빛조각사 완결,"워낙 유명한 작품이라 읽어볼만함.
중반까지는 재밌게 봤는데 점점점점점점 지루해지고 연재도 너무 느려서 막판에 하차했는데 그새 완결이 났었네... 역사공부하는 느낌으로 조만간 보긴 할텐데 결말은 어떨지..."
달빛조각사 완결,히로인&하렘 기피증이 생긴 원인
달빛조각사 완결,볼만했다 편수가많아서좋다
달빛조각사 완결,양판소의 시초이자 대표작품에 의의가 있다.
달빛조각사 완결,워낙 유명해서 본 작품이다 우리나라 겜판 소설의 시초라고 볼 수 있는 유의미한 작품. 겜판 소설 특유의 경박한 개그 그럼에도 진짜로 모험을 하는듯한 그 감성 진짜 잊을수 없다... 그러나 중후반 이후부턴 작가가 생각을 하지 않고 싸지르다 급전개로 더 있을것 하더니 끝나버렸다
달빛조각사 완결,"게임소설계의 아버지.
한 30권 중후반까지는 읽을만했었던거같음.
내용도 루즈해지고 후반가면 몰입도 매우 떨어짐.
자기가 게임판타지류의 시초를 보고싶다가 아니라면 굳이 봐야할 이유가 없음.
결말까지 정으로 봤던 독자로서 별3개는 드림.."
달빛조각사 완결,나도 모르게 계속 보게 만드는 건 분명 능력이다. 크게 걸리적거리지 않는다는 소리니까. 근데 그게 끝이다. 너무 무난해.
달빛조각사 완결,"작가시발아
입문작이 이거라서 끝까지 다봤지만
용두사미도 이런..
병신같은 불족발 고집하다 곱창내버린"
달빛조각사 완결,초반엔 참 재밌었는데 너무 질질끌었던거 같다. 적당히 끊었다면 평이 더 좋지 않았을까?
달빛조각사 완결,겜판의 명작으로 시작했는데...왜 명작에 덧칠을 했을까. 중간에 분위기 좋을때 끝냈으면 좋으련만.
달빛조각사 완결,"대한민국 게임 소설계의 대표주자.
황당할 수 있으나 말 안되는게 아닌 설정과 흐름. 유쾌하지만 우습지 않은 요소와 이야기들로 쓰여짐.
하지만 작가가 초반부에 탔던 작두에서 내려와 새로움이 없이 진행되어 비판을 많이 받았음.
낮거나 강력한 평가가 그에 대한 채찍이라고 생각하면 됨.
하지만 초반부 작두 타던 가락은 남아 전체적인 재미는 보장할 수 있는 작품.
여러 사항을 감안한다는 전제를 깔면 필독해도 좋을 소설."
달빛조각사 완결,좋아하는 사람들은 많은데 딱히 이해안감
달빛조각사 완결,"시간죽이기 딱 좋다.

죽~ 먼죽 이러는거 밖에 기억안남"
달빛조각사 완결,마지막을 살려줬으면 하는 작품
달빛조각사 완결,중딩때는 재밌었는데 다시 보니까 귀여니보다 못한 필력
달빛조각사 완결,마지막 용잡이가 너무 거지 같았음
달빛조각사 완결,겜판물의 한 획을 그은 작품. 수많은 급식충들의 원픽이였던. 그만큼 철저한 급식충 입맛 소설이다.
달빛조각사 완결,"한권 한권 기다리다 완결까지 못 봤다. 처음부터 볼려니 엄두가 안난다.
추억보정."
달빛조각사 완결,재밌을때는 손에 땀을쥐도록 재미있는데 뒤로갈수록 원패턴에 완전지루해서 하차
달빛조각사 완결,소설처음 접할떄 읽은거라서 애정있었는데 질질질질질끌음
달빛조각사 완결,"국내 장르소설 시장에 있어, 게임 판타지의 새 시대를 열었지만, 뇌절에 뇌절을 거듭한 아쉬운 작품.

사료로서는 뭐 나쁘지 않다고 생각한다."
달빛조각사 완결,"학창시절 겜판소라는 장르를 처음으로 알려줬기에
추억보정 4점... 완결났다는 소문은 들었으나..
딱히 읽고 싶지는 않음"
달빛조각사 완결,"나 포함 많은 이들의 웹소설 입문작일 것이다.

박수칠 때 떠났어야지"
달빛조각사 완결,"오랜 기간을 함께했던 소설.. 재미있게 읽었지만 오랜 기간을 강제로 함께 하게 됐기에 좋은 점수는 주지 못하겠다.

어릴적에 읽어서 가치관에 큰 영향을 준 소설인데, 과연 좋은 영향인지는 잘 모르겠다."
달빛조각사 완결,"초반에는 소재도 신선했고 무엇보다 처음 본 가상현실게임물이라는 점에서 좋았음.
그런데 후반으로 갈 수록 질질 끄는 것 같고 무리하게 연재를 이어가기 위해서 무리한 설정을 많이 만든 것 같음.
그리고 제일 중요한 게 결말을 너무 쓰레기같이 냄.
아니 두 시간짜리 영화도 아니고 10년 동안 연재해온 걸 열린 결말으로 내냐 무슨.
내가 산 1권부터 56권까지 산 돈이 너무 아까움"
달빛조각사 완결,게임판타지의 전설 그러나....
달빛조각사 완결,정말 재밌게 읽었는데 이렇게 끝낼줄 몰랐지
달빛조각사 완결,중간에 보다가 내 정신건강을 위해 하차한 작품. 다시 볼 마음이 0.1도 안든다
달빛조각사 완결,뇌절.
달빛조각사 완결,설정오류도 자주 나고 단점도 분명하지만 호쾌한 진행과 묘사에 다른 겜판에도 영향을 준 시발점적인 작품이긴 합니다. 근데 질질 끌면서 장점 다 깎아먹고 엔딩도 애매해내요
달빛조각사 완결,"카카오페이지의 전설 그 자체.
초중반만 볼만 함.
그 뒤는 건들이기도 싫음."
달빛조각사 완결,"진짜 최악

이거보다 재미없는 글 없음"
달빛조각사 완결,재미는 있었다
달빛조각사 완결,용두사미. 깔끔하게 끝냈다면... 질질끌지만 않았다면... 그래도 작품 자체가 쓰레기는 아니다.
달빛조각사 완결,난 아직도 이거 1권조차 완독 못하겠다
달빛조각사 완결,"뭐 예전에 나오기도했고 편수도길고 재밌게 봤었습니다
하지만 완결안달리고 접어요... 그냥 제 머리속에 찝찝함을두기싫어서 그냥 겜판타지 입문작으로 좋을거같네요 지루하다싶을때까지만 봐도좋아요 괜히 마지막까지읽으면 후회할거같다면요...그래도 제 마음속엔 명작입니다"
달빛조각사 완결,재매ㅣㅅ다
달빛조각사 완결,최후의 비기 에피소드를 반으로 쳐내고 중간 중간 옴니버스식인지 뭔지 의미없는 분량들만 쳐냈다면 갓작이었을텐데 그러지 못 했다.
달빛조각사 완결,대여점 시대의 마지막에 가장 빛나던 소설. 겜판의 시대를 풍미한 대표작. 그러나 사막전사 파트랑 헤르메스 결전 파트에서 별점 다 깎아먹음. 본인도 쓰기싫은 걸 억지로 쓴 느낌인데 막판에는 그래도 좀 속도감있게 떡밥 해제해서 좋았음. 조각도 조각인데 네크로맨서 뽕맛이 가장 좋은 소설 중 하나. 여러 네크로맨서가 주인공인 소설을 봤지만 제일 호쾌한 네크로맨서라고 생각함.
달빛조각사 완결,"모두가 수준이 낮은 시절, 추억보정, 어린나이 이런것들이 어우러져서 추억으로 남은거지 그걸 그대로 지금 반복하면 재미가 없음."
달빛조각사 완결,대여점 시절 한 달에 한 권 페이스를 2년 유지하고 이정도 퀄리티 나온건 아무리 생각해도 미쳤다.
달빛조각사 완결,"ㅋㅋㅋㅋㅋ장난 하는것도 아니고 적당히 해먹어야지 그래도 게임형 소설의 초석을 만들었다고 할수있고
재미도 있어서 3점줌"
달빛조각사 완결,"주인공의 노오오오오오력을 보여준 듯한 대작
다만 너무 질질 끈 듯 하다...."
달빛조각사 완결,재밌음
달빛조각사 완결,너무 질질 끔 초반엔 재밌었는데 작가가 뇌절함
달빛조각사 완결,말그대로 킬링타임용. 평가야 어떻든 안본 사람은 한번쯤 볼만하지 않을까?
달빛조각사 완결,"솔직히 재밌다. 질질 끄는 느낌도 있지만 게임 판타지의 최고 히트작. 아무리 주변에서 이 작품에 대해 욕을 해도 솔직히 당시에는 이 작품만큼 푹 빠져서 읽은 게임판타지가 없었다.
똥같은 결말떄문에 점수 깍지만 그래도 겜판의 클리셰를 만들어낸 작품이라 고평가.

- 어찌보면 이 작품때문에 수많은 똥작들이 나온게 아닐까? 애증의 작품이네."
달빛조각사 완결,"초반부는 확실히 재미있게 봤음.
후반으로 갈 수록 지루해져서 결국에 52권까지 사뒀는데 50권까지 뜯어보고 하차함"
달빛조각사 완결,"용두사미의 아이콘.
그럼에도 불구하고 영향이 큰 작품."
달빛조각사 완결,"처음 읽은 장르소설.
40권쯤까지 며칠 밤을 새며 논스톱으로 굉장히 재밌게 읽었다.
문장에 느낌표가 자주 붙거나 내용이 유치한 경우가 상당히 많아서 장르소설 별로 안 읽은 사람한테 추천"
달빛조각사 완결,뒤로갈수록 보기 귀찮음
달빛조각사 완결,고딩 시절 최고의 작품 한 삼십 몇권까지 봤는데 야자때 보면 개꿀잼 ㅇㅈ
달빛조각사 완결,현실과 게임을 왔다리 갔다리 하는데 현실쪽이 너무 유치함 킬링 타임용으로 적당
달빛조각사 완결,결국 쓰레기로 끝난 대졸작
달빛조각사 완결,그래도 판타지 입문용으로 이만한 작품이 없지 않을까
달빛조각사 완결,너무 유치함.
달빛조각사 완결,"추억보정이 들어갔을 수 있으므로 주의!

겜판 소설의 절정기를 이끈 겜판의 기념비적인 작품 소설. 아류를 줄줄이 나오게 만들 정도로 게임 판타지 소설에 큰 영향을 미쳤다고 생각함. 초반 10권? 좀 더 써서 15권정도까지는 명작이라 생각함. 물론 이 후 질질 끌면서 노답으로 만들어버렸지만.... 겜판을 좋아하는 사람이라면 초반부분만이라도 충분히 읽어볼 가치가 있다고 생각함.

먼치킨이 판치던 겜판에 구르고 쫌생이에 악에 찬 주인공이라는 컨셉을 처음 던진 작품. 주인공의 직업을 비전투직업으로 설정한 것도 당시에는 제법 신선했음.

요즘 나오는 다른 웹소설들을 보고 이 책을 읽으면 클리셰덩어리에 뻔하다고 비판할지 모르겠지만, 처음 나왔을 때는 상당히 신선한 작품이었음.

후반부로 갈수록 반복되는 소재와 패턴에 결말도 개똥으로 지어버려서 안타까운 작품."
달빛조각사 완결,그 간장게장... 시기가 좋아 뜬 케이스.
달빛조각사 완결,솔직히 매우 아쉽다
달빛조각사 완결,전체를 보자면 이 정도 별점까진 아니지만 솔직히 분명 재밌게 읽었을 때가 있다.
달빛조각사 완결,"완결 제외 3.5
완결 2.5
평균 3

별 생각없이 겜판 보고 웃고싶으면 보시면 될듯합니다."
달빛조각사 완결,넘 길어~~~~~~옛날에 초반부 연재 당시 봤을 때 너무 재밌게 보다가 끝나지 않아서 하차했고 어디서 하차했는지 기억이 나지 않아 이어 볼 수 없게 됐고 너무 많아서 처음부터 다시 정주행은 염두도 안남
달빛조각사 완결,나쁘지 않음.
달빛조각사 완결,"한국의 양판계를 이끈 작품 게임판타지라는 신장르를 열었다는 점에서 크게 평가할만하나
작품의 인기에 작가가 잡아먹힌 작품
너무 길게 끄는 바람에 아쉬웠던 작품이다"
달빛조각사 완결,초중반부 즐겁게 읽었던 기억이 있음. 뒤로 갈수록 ?..였던 기억이 <<완결이 났으니 한번 끝까지 보고 싶긴 한데...
달빛조각사 완결,"중2때 진짜 미친놈처럼 하루에 4권씩 독파했는데,,, 참

한 20권 후반까지는 재밌었다.

그리고 추억보정으로 별점 3점.

최근 작품들과 비교한다면 실상 별2점?"
달빛조각사 완결,재밌었던것
달빛조각사 완결,"초중반은 참신하고 재밌다.
20권 정도로 완결을 냈어야 했다. (-1)"
달빛조각사 완결,"추억 보정하고
진짜 재밌었자나?"
달빛조각사 완결,시대를 잘 타고난 작품. 경성제대 동문으로서 별 반개를 더 드린다.
달빛조각사 완결,우리고 우렸지만 끝마무리는 인상깊게 잘한 편.
달빛조각사 완결,"불사의 군단편까진 지금봐도 재미있음
어느순간부터 주인공 위드의 게임에 대한 과몰입이 깨지는데
그 순간부터 독자의 과몰입도 깨지며 그동안 가려져 왔던 단점들이 모두 드러남
조각생명체들과 소환수 등 조연들이 매력적이어서 그래도 끝까지 봤는데
후반으로 가면 갈수록 뇌절
보통은 뇌절이 급전갠데 이 소설은 뇌절도 느릿느릿함"
달빛조각사 완결,겜판 시초라는대 의의를 둬야하나?
달빛조각사 완결,"책 기준 40권까지 읽는게 좋은 책.
사실 그 뒤는 안나온게 맞다는게 학계의 정설
양판소가 모두 양판소가 아니다라는것을 말해주려했지만 결국은 양판소의 한계를 벗어나지 못한 소설
'박수 칠 때 떠나라'라는 말이 괜히 나온게 아님을 증명해주는 소설
만약 볼거면 40권까지만 보기를 추천함
(킬링타입, 양판소계)"
달빛조각사 완결,"박수칠때 떠나지 못한것, 후반에 질질 끌어서 독자들의 원성을 산것 등등 후반에 많은 문제가 있었지만 그래도 게임판타지의 서막을 연 작품이란것은 부정할 수 없다. 솔찍히 가면 갈수록 작가가 연금타듯이 글을 연장해서 좀 재미없어지긴 했지만 그래도 대세를 이끌었던 작품은 무언가 있는법이다.
겜판타지를 읽는다면 읽어봐야하는 소설"
달빛조각사 완결,다 읽을 필요도 없다. 10권이상부터는 똑같은 상황 반복
달빛조각사 완결,재미에 충실한 작품
달빛조각사 완결,질질끌기전에는 진짜 재밌었어요 결말이 아쉽네요.... 보지도못했어요 너무 평도 안좋길래 그냥 좋은 기억만 안고있으려구요
달빛조각사 완결,지겨웡.... 제발...그만...좀...
달빛조각사 완결,박수칠때 떠나지 못하고 글자수만 늘리다 욕만먹고 용두사미된 작품
달빛조각사 완결,딱 입문작
달빛조각사 완결,초반은 신선한 스토리와 전개로 재밌었지만 작가가 점점 돈맛을 보더니 스토리 질질 끌다가 완결마저 이상하게 내버린 작품
달빛조각사 완결,"내용이나 장르나 나한테 맞지 않았던 것 같다. 유치하고, 억지가 가득하다"
달빛조각사 완결,"추억보정
20권쯤에 50권 전개가 나왔다면 좋았을텐데 너무 분량을 불렸다"
달빛조각사 완결,"완결났다기에 구매해서 봤지만 글을 너무 질질 끈 느낌이 강하다.
글을 늘리지만 않았다면 같은 내용을 500화 대에서 마무리 할 수도 있을것 같다."
달빛조각사 완결,너무 갔어
달빛조각사 완결,"3권까지 읽고 하차했음.
더 읽었으면 평가가 달라졌을지도?
양판소라고 비판받지만 프로토타입에는
양산형라는 프레임을 씌워선 안 된다."
달빛조각사 완결,조각사라는 직업이 생소했서 매으 재미있으나 나중에 갈수록 너무 커져버린 스케일을 잡기 힘들어진 느낌
달빛조각사 완결,고전 어지간하면 읽을생각 하지마라
달빛조각사 완결,반복되는 패턴 허술한 설정
달빛조각사 완결,"질질 끄는 게 참 ㅈ같았다. 그래도 로드릭 미궁과 폭식의 악마 델암전, 들모레 요새 대전은 볼 만 했던 거 같았음."
달빛조각사 완결,"초딩전용 소설
보지마라
어릴적 혹은 게임에 대한 이해가 부족했던 시절에나 먹힐만한 이야기구성이다.
""유명한이유""가 시대를 잘 만났기 때문이니까 괜히 한번 슬쩍 건드릴 생각도 하지마라."
달빛조각사 완결,"개유치
피부에 소름 몇번돋고 하차"
월야환담 완결,"이번에 새로 표지가 나온 고 휘긴경의 유작 겸 최고 걸작.
어반 판타지 특유의 어두침침하고 퇴폐적인 분위기, 90년도의 세기말적 느낌 등을 잘 살린 걸작.
적절한 수준의 개그가 잘 버무려져 있어 너무 무거울 수 있는 글의 느낌을 환기해준다.
근데 표지에 왜 한세건 말고 딴 놈이 서 있는지 모르겠다."
월야환담 완결,"어반판타지 수작
괞찬은 현대묘사, 총기묘사
마약빨면서 뱀파이어잡는다는게 좋았음
피폐한감성도좋고
채월야를 쓰고 작가가 죽은게 너무슬프다 후속작이있엇으면 좋았을텐데"
월야환담 완결,월야환담은 창월야로 완결입니다 광월야라는 팬픽은 발견시 즉시 덮어주십시오
월야환담 완결,홍정훈씨의 유작이죠... 매년 이분을 기리며 향을 피운답니다..
월야환담 완결,"휘긴경의 유산이자 유작
채월야랑 좀 양보해서 창월야까지만 보도록하자
후... 정훈이형 왜 그렇게 빨리갔어"
월야환담 완결,홍정훈의 유작
월야환담 완결,"고휘긴경은 부부싸움후에 아내가 가끔 읽어주는 채월야의 대사를 들으며 몸을 떨었다고 합니다.
일찍 가서 아쉽습니다."
월야환담 완결,"상업소설의 끝판왕.
홍정훈 최후의 명작이라고 생각함.
채월야의 완성도가 제일 높고 갈수록 내리막길인 것은 아쉬운 부분이었음.
이후에 쓴 다른 소설도 채월야에 비할 바가 못된다.
현대판타지물을 좋아한다면 자신있게 추천할 수 있는 명작이 채월야임."
월야환담 완결,"채월야는 재밌지, 채월야는."
월야환담 완결,홍정훈은 죽고 없어졌지만 몇몇 뛰어난 작품을 남겼다 그 중에 하나
월야환담 완결,"하나. 세건의 고뇌는 결코 해결되지 않는다. 그는 흡혈귀는 아니지만, 흡혈귀가 되려고 하고 있는 인간을 자신의 손으로 죽이게 되며, 그 죄는 끝까지 그를 괴롭히게 된다.
그리고 그렇게 종종 등장하는 세건의 고뇌는 언제나, 몇 년에 한 번 꼴로 변색된 책을 집어들게 만든다.
홍정훈이 만든 캐릭터 중에서 가장 극단적이기에 독자들은 그를 사랑할 수밖에 없다.

둘. 어반 판타지의 지옥이라고 할 수 있는 한국에서 아직까지도 사람들의 입에 오르고 있다.

셋. 전투씬부터 남다르다. 오토바이가 고속도로를 질주하며 차량과 차량을 오고가며 총과 괴물들이 날뛴다. 그 어떤 곳에서도 맛 볼 수 없는 재미가 이 책에는 담겨있다. 오러블레이드 50배? 그런 것을 보다가 이 소설을 보면 매료되고 만다.

그 외에는 책을 읽어보면서 느끼시기를 바란다.

미친 달의 세계에 온 걸 환영한다!"
월야환담 완결,"채월야만 보자
난 뒤에거는 재미없었다
ㅠㅠ"
월야환담 완결,"2002년 소설이지만 아직도 몇 장면은 기억이 생생하다.
어둡고 강렬했던, 중학교 2학년이었던 나에게 최고의 판타지 였던 소설 ㅋㅋㅋ.
이 시절의 홍정훈은 어디로 갔는가..."
월야환담 완결,"홍정훈의 최초이자 최후, 최고의 작품.
유작이 되어버릴줄은 아무도 몰랐지.
거기 그곳은 행복해...?"
월야환담 완결,"휘긴 경의 유작

어반판타지 특유의 분위기와 감성을 잘 살린 작품

작품의 퇴폐적인 분위기와 호쾌한 액션이 일품"
월야환담 완결,휘긴경이 쓴 불후의 명작 채월야로 시작해서 홍정훈이 쓴 창월야로 끝나는 괜찮은 작품. 다른 이름 붙은건 안봐도 된다.
월야환담 완결,"더 로그와 함께 휘긴을 가장 좋아하는 작가로 생각되개 만든 작품

물론 광월야라는 팬픽도 존재하긴하니 조심하길 추천"
월야환담 완결,특유의 피폐하면서도 다크한 분위기는 아직까지도 따라올만한 작품이 몇없는 굉장한 대작
월야환담 완결,그 특유의 퇴폐적이고 어두운 그리고 광기가 있는 분위기는 다시 찾아볼 수 없다.
월야환담 완결,"한국 어반 판타지의 완성
표류하는 정체성을 역하지 않고
간지나게 그려낸 홍정훈의 역작"
월야환담 완결,별로
월야환담 완결,채월야는 좋았어
월야환담 완결,추억보정도 있는데 옛날에는 참좋아했다 채월야-창월야까진 무난했는데.
월야환담 완결,"광월야는 차라리 리부트하는게 어떨까
아 참 광월야란 소설은 없었지?"
월야환담 완결,"채월야까지는 별5개짜리 작품,도시에서의 전투신 잊혀지지가 않는다"
월야환담 완결,광월야는 보지 마세요 개 빡침 하 글이 좀 이상해짐 옛날에는 정말 최고였는데 ㅠㅠ
월야환담 완결,고인물들이 어릴때 좋아하던 중2병 소설
월야환담 완결,"처음 본 채월야의 폭력성은 잊혀지지 않는다.
마약, 폭력, 성적 묘사 살인, 등등 일반적으로 청소년이 접할 내용은 아니다만
느와르틱한 분위기와 흡혈귀와의 전쟁은 남자를 흥분시키는 것이기도 했다.

그 중 가장 인상적인 것은 한세건이다.
한세건이 목표를 향해 내달리는 모습은 과감하고 지극히 호기심을 끌어낸다.
뒤도 돌아보지 않고 자기 명줄을 심지가 얼마 남지 않은 촛불처럼 내달리는 모습이
허무주의적이면서도 지극히 자기파괴적이다.

가장 기억에 남는 장면은 화가의 사이키델릭 문 그림 씬. 작 중에 흘러넘치는 무거운 우울함과
짙게 깔린 허무함에서 아득한 목표에 방황하는 한세건이 자신의 마음 속 등대처럼 의지하면서도 증오하는 그 그림을 바라보는 장면. 나는 그 장면의 한세건에게 깊은 감정이입을 했다.
10년 이상이 지났음에도 기억이 나는 장면이다.

물론 위 감상은 채월야를 말하는 것이고 창월야는 채월야만큼의 큰 흥미를 가지진 못했다.
그래도 볼 만은 하다. 광월야는 도대체 뭘 말하고 싶었던 건지 아직도 의문이다."
월야환담 완결,"3부는 못읽었지만 1,2부는 확실히 명작이었음"
월야환담 완결,"홍정훈 최고작. 간지와 중2병은 종이 한 장 차이다. 대사만 보면 중2병인데, 소설을 읽는 내내 중2병 같다는 생각이 들지 않는다.

캐릭터의 개성, 숨막히는 속도전, 주인공의 서사, 매력적인 빌런 등등. 좋은 작품."
월야환담 완결,어반 판타지의 마스터피스
월야환담 완결,"현대 배경의 어반판타지 소설 중에서 아직도 이 작품의 아성에 도전학 작품은 거의 나오지 않았다. 걸작이라는 말이 아깝지 않다.
1부 채월야는 걸작이고, 2부 창월야는 조금 부족하지만 그래도 수작이라고 평하기에 부족함이 없다.
3부랍시고 돌아다니는 팬픽이 있는데 그런건 취급하지 않는다."
월야환담 완결,흔치않은 완성도의 세계관
월야환담 완결,지금 읽어도 전혀 어색하지 않고 술술 읽히는 작품
월야환담 완결,"매우 잘쓴 글임.
다만 주인공이 막판에 한세건이라는 흡혈귀를 처치하지 않아서 마무리가 아쉬움.
실베스테르 쓰러트리고, 그 앞에서 흡혈귀는 다 죽어야 한다며 한세건의 머리통을 비스트로 날려 버렸다면 결말까지 완벽한 우주명작이였을 텐데."
월야환담 완결,아직 이걸 잊지를 못하겠다
월야환담 완결,화려한 액션이 돋보이는 어반 판타지
월야환담 완결,가장 극단적인 캐릭터로 주인공에 몰입하게 한다. 시기적으로도 초기에 가까웠는데 이정도 수준의 소설이 나온 것 자체가 대단.
월야환담 완결,연재 당시 한정으로 어두운 밤거리에 대한 디테일하고 광기 넘치는 묘사. 다만 어떤 지점에서는 중2병 마인드가 과하다 싶은.
월야환담 완결,스타일리쉬. 홍정훈 그 자체.
월야환담 완결,"아직도 기억나는
""눈물을 흘려봐"""
월야환담 완결,"월야환담은, 확실히 아직까진 한국 장르 문학에서는 좀 독특하고, 어쩌면 독보적인 부분이 있다. 어반 판타지가 귀한 풍토일 수도 있겠지만, 작가의 시니컬함이 극대화되었을 때 나온 채월야부터, 창월야 광월야까지 이어지는 긴 시간동안의 호흡. 그리고 드림사이드 등으로 세계관 확장까지. 팬덤이 생겼기에, 가능한 일 아닐까. 그렇게 캐릭터의 매력을 짜내는 능력은 홍정훈(휘긴) 작가의 장점이라고 생각한다.

아직 광월야는 읽고 있긴 하지만, 다시 읽어본 월야환담 채월야, 창월야까지는.. 역시 뭔가 자극적이지만 부족한 맛이 있긴 했다. 창월야때 나아지긴 했지만, 글 자체의 쫀쫀함은 부족한 느낌. 날것의 느낌이 채월야까지는 괜찮았지만 창월야까지 이어지기는 부족했다. 소재와 캐릭터의 매력에 비해서 이야기가 단순해지는 것은 변하는 시대, 독자의 요구에 발맞추는 변화과정에서 생긴 일이 아닐까 싶기도 하다.

어쨌든 흡혈귀의 피를 파는 사냥꾼, 흡혈귀 피로 만든 마약 이라는 설정이 다른 어디서 따온 것인지, 오리지널인지는 모르지만 굉장히 애매하고, 민감할 수 있는 주제를 다룰 수 있는 소재라는 점은 분명하다. 어느 누구에게도 도덕적인 우위를 주지 않기 위해 노력하는 것 같은 작가의 노력은 좋았다. 다만, 그게 갈수록 좀 약해질 수 밖에 없었던 것 같은데, 왕좌의 게임 시즌1과 마지막 시즌 까지 가면서 힘을 잃은 모습을 생각해보면 개인으로 꽤나 잘 버텼다는 말을 할 수도 있겠다. 뭐, 반대로 거대한 자본과 팬덤의 요구, 정부나 여론의 눈치를 그렇게까지 안봐도 되는 개인 으로 좀 더 질러볼 수도 있지 않았나 싶지만 그러면 그게 본래 장르의 느낌을 죽일 것 같단 생각도 들고.

개인적으로 너티독 스타일의 게임으로 재탄생하면 어떨까 싶은 작품이다. 누군가 안해주려나."
월야환담 완결,어반판타지.. 이거보고 다른 어반찾아보니 이만한거 없더라
월야환담 완결,"채월야는 확실한 명작이다. 그 뒤로 이름 비슷한 다른 작품이 있는데
굳이 찾아서 읽을 필요는없고,
사실 읽으려고 해도 도중에 포기하게 된다"
월야환담 완결,"시리즈 첫 작품인 채월야는 정말 뛰어났지만... 1절만 해야 했던 작품.
창월야, 광월야 각각 0.5점씩 깎아서 4점 매기겠다."
월야환담 완결,"채월야는 볼만한데 창월야 노잼.
채월야 쥔공으로 계속 나갔어야지"
월야환담 완결,"홍정훈의 피와 살이 들어있는 소설.
그냥 내느낌이 그렇다고.
뱀파이어와 늑대인간 그리고 인간들이 펼치는 현실같지않은 이야기
그냥 난 주인공이 너무좋드라

눈물 흘려봐 이 갈보야!"
월야환담 완결,초강추 소설. 월야환담 시리즈의 시작을 알리는 첫 타자
월야환담 완결,"처음 나와서 접했던 당시에는 너무나도 재미있게 읽었던 작품
그 동안 읽어던 소설과른 다른 스타일쉬함이 느껴졌다
몇몇 명대사는 아직도 기억나는듯"
월야환담 완결,현대판타지 기본서
월야환담 완결,지금까지의 모든 이야기 중 가장 최고의 이야기라 단언한다.
월야환담 완결,"그 세대에선 분위기를 가장 잘 잡은 소설
멋은 부리지만 과하지 않다"
월야환담 완결,ㅇㅇ
월야환담 완결,어반 판타지의 걸작
월야환담 완결,"휘긴경의 어반 판타지.
채월야 명작 창월야 수작 신광월야 평작에서 수작 사이.
광월야 이후부터 창월야 까지의 설정과 충돌하는 설정이 좀 자주 나오기 시작하는건 단점.
다만 총기 쏘면서 똘끼 충만한 캐릭들 보는 맛이 있음."
월야환담 완결,"4.5와 5점을 고민했지만
5점이 맞는것 같음."
월야환담 완결,채월야 광월야는 휘긴경이 약빨고 쓴거 맞음.
월야환담 완결,"이거 보고 뱀파이어물 소설 보면 적응이 안 된다. 뱀파이어는 역시 사냥해야 제맛.
미친 달의 세계는 이 소설을 보고 한참이 지났는데 여전히 생각난다."
월야환담 완결,"현대 판타지의 어나더 레벨.

국내 현대 판타지의 처음은 아닐지라도 처음과 같은 경험을 선사해준 멋진 작품.
마무리까지 정말 좋았다.

월야환담의 처음이자 끝."
월야환담 완결,"완독, 재탕, 3탕, 다시 읽을 수도 있음"
월야환담 완결,"채월야가 제일 재미있었다. 창월야 광월야로 넘어가면서 이게 마무리가 되나 싶었지만
이번에 새로 나오면서 완결까지 그럭저럭 잘 마무리된듯 싶다."
월야환담 완결,"니체 ""심연을 오랫동안 들여다보면 그 심연 또한 나를 들여다본다"" 는 말이 떠오르는 소설
악마를 잡기 위해 노력하던 영웅이 악마와 닮아가는 듯한 느낌의 소설
고독한 한남자가 분노로 인간성 말살되어가는 소설

거기서 오는 씁쓸하고 쓸쓸한 맛이 묘미인 소설"
