Novel_Title,Review
하얀 늑대들(개정판) 완결,bl냄새가 조금 남.(그렇다고 해서 노골적이지는 않음. 진짜 딱 보이지는 않지만 냄새만 남.) 나는 개인적으로 이 작품은 진짜 대단한 작품이라 생각한다. 개연성도 충분하며 스토리도 합격. 등장인물은 주인고이랑 유중혁 빼고는 뭔가 애매해서 잘 모르겠지만 마치 몇개월동안 연구한 듯한 작품이라는 생각이 든다.  -1점은 애매한 나머지 등장인물이랑 BL냄새 때문에 뺌.  그런데 솔직히 BL냄새나기는 하는데 진짜 신경 쓰일 정도는 아님. 내가 BL 안좋아하는데 이정도면 명작이지.
하얀 늑대들(개정판) 완결,존잼 이거 아무리 봐도 BL코드 없는데 왜 BL이라 욕먹는지 진짜 모르겠음... 그냥 캐릭터들 관계성과 동료애 쩐다 느낌? 남녀구분없이 그냥 등장인물들 간의 관계성이 좋음 주인공-독자-작가 관계에 대한 메타포 이걸 성별로 치환해서 자꾸 bl이라 하는건지 그리고 bl읽어보면 이걸 절대 bl이라고 할리가 없음ㅋㅋㅋㅋㅋㅋ 김독자가 여캐랑 안이어져서 이런말이 나오는 건가?? 너무 bl이라고 화자돼서 오히려 bl요소 기대하고 이거 읽으면 완전 실망할듯... 국뽕과 오글거리는 부분에서 좀 힘들긴 함
하얀 늑대들(개정판) 완결,차근차근 올라가는게 재밌네용
드래곤 라자 완결,"지금와서 눈마새, 피마새 등과 비교하면 세계관도 어디서 따왔고 문장도 거칠고 내용도 유치해보일수는 있다. 하지만 소년의 순수한 모험소설로는 아직까지도 이만한 소설이 나오지 않았을 정도. 권수로 10권이 넘는 분량을 작중시간으로 3달 남짓한 시간 안에 구겨넣은 압도적인 밀도가 인상적임. 그만큼 주인공과 주인공파티의 모습과 행적이 생생하게 묘사되는데 글로 봐도 그림이 머릿속으로 그려지는듯하다. 데뷔작이었지만 이영도의 다른 작품들처럼 이야기의 재미를 방해하지 않는 선에서 작가의 주제의식을 적절하게 끼워넣는게 능숙한것도 장점. 영원의 숲 같은건 지금보면 너무 표현방식이 직접적인거 아닌가 싶은 생각이 들긴 함 ㅋ"
드래곤 라자 완결,이걸로 판타지 입문 당해버렸다
드래곤 라자 완결,"극초반만 넘기면 몰입해서 술술 읽힌다. 과장, 오바 없다면 거짓말이지만 중학생 시절 판타지라는 세상에 녹아들기 더 없이 좋았던 작품. 후치의 마법의 가을?이 끝날 때 나도 참 아쉬웠다."
드래곤 라자 완결,"그냥 틀딱들이 추억에 잠겨서 고평가 된 소설..  ""추억보정"""
드래곤 라자 완결,지금까지 나온 한국 판타지 소설 중 가장 왕도다운 소설 세계관 관련해서는 여러말이 있지만 주인공 일행의 이야기가 커져나가는 것이 부드럽고 왕도적이다.
드래곤 라자 완결,"지금 뿐 아니라 그때도, 드물게 한국에서 판타지로 뭔가를 해 보려고 했던 작가 그리고 작품. 재미나 완성도를 떠나 그런 시도 자체의 유니크함이 20년이 넘게 지난 지금도 유니크하다는 점에서 평가하고 싶다."
드래곤 라자 완결,"솔직히 어렸던 나는 첫 입문작인 드래곤 라자를 눈마새보다 더 재밌게 아니, 인생에서 제일 재밌게봤다. 캐릭터들은 전부 살아있었고 후치의 위트있는 생각과 말솜씨가 특히 좋았다. ---------------------------------------------------------------- 숲속에서 일렁이는 불빛이 보였다. 분명 한 무리의 사람들 이 횃불을 들고 숲속을 걷고 있는 것이다. ""사, 산적인가봐!"" 나는 제미니의 상상력에 깊은 경의를 보내었다. ""새로운 형태의 산적이군. 이름은 횃불단 정도 될까?"" ---------------------------------------------------------------- -드래곤 라자 1권 초반부분-  당시 14살이었던 내가 글을보고 처음으로 폭소했었던 장면이라 앞으로도 영원히 잊을 수 없을 것 같다."
드래곤 라자 완결,1부 파티 2부 철학의 정석적인 전개를 밟아가는 소설. 하지만 넥슨의 몰락을 그려내는 과정은 다시보라면 좀 싫긴 하다.
드래곤 라자 완결,추억의갓작
드래곤 라자 완결,몇번이든 볼때마다 재미있있던 추억의 소설 유치하지 않은 유머.철학.세계관.매력적인 캐릭터성 벨렌스가 완벽하다
드래곤 라자 완결,지금 보면 아쉬운 점도 많지만 시대를 감안하지 않고 봐도 충분히 재미있는 수작. D&D 요소를 차용했다는 건 오점이라면 오점이지만 그럼에도 불구하고 각 교단의 인삿말부터 드래곤 라자라는 존재까지 동시기는 물론 역대 국내 판타지 중 가장 독창적인 요소가 많았다는 것도 아이러니.
드래곤 라자 완결,한국 판타지 소설의 아버지 같은 느낌이지만 개인적으로는 그냥저냥 잘 쓴 소설이라 생각한다. 이영도 작가의 제일 뛰어난 글은 드래곤라자보다는 눈물을 마시는 새가 아닐까
드래곤 라자 완결,옛날 작품이라 그런지 도저히 읽을 수가 없었습니다 평이 굉장히 좋던데 나만 왜 이런지
드래곤 라자 완결,너무 낡아서 재미가 없다. 현재 양판소의 하위호환 격. 시간이 지나도 낡지 않는 눈마새와 대조된다.
드래곤 라자 완결,"추억으로만 남을 작품, 지금와서 띵작 소리듣기는 너무 애매한작품, 중학생때는 재밌게 읽었지만 지금와서 드래곤라자를 다시 읽으라면... 글쎄... / 한국 판타지의 시초라는 것 때문에 빨아주는 사람이 너무많아서 지금 이 평점이 제대로 된 평점이라고 볼순없음"
드래곤 라자 완결,"중고등학생 시절 몇번을 읽었는지 모르겠다. 일단 다 제쳐두더라도 매력적인 캐릭터와 그들을 묘사한 필력만으로도 5점을 받을 자격이 있다.  다만, 타자 특유의 철학적으로 보이지만 그다지 깊이는 없는 부분을 너무 과하게 강조하는 부분이 내게는 조금 아쉽게 다가온다.  때문에 저런 필력과 캐릭터들에 더 비중을 둔 차기작들을 기대했다가 이영도의 다른 차기작들에 많은 실망을 했었다. 아, 그래도 오버 더 호라이즌 시리즈는 진짜 재밌더라."
드래곤 라자 완결,재밌었다...
드래곤 라자 완결,후치네드발 괴물초장이 읽은지 10년이 지나도 기억속에남아있는 명작
드래곤 라자 완결,이루릴에 설렜기 때문에 반 개 추가 양장본으로 산 것 후회없음
드래곤 라자 완결,누가 뭐라해도 난 이게 제일 좋더라
드래곤 라자 완결,내 영웅은 초장이 후치 네드발이야
드래곤 라자 완결,"글쓰는건 역시 기본이 탄탄한 사람이라 재미없진 않지만  너무 오래되어 유치해져버린 농담들, 지나가는 모든 사람들이 철학자 수준의 지식(이건 모든 영도작품에 다 나오는 요소)  나는 단수가 아니다...가 무슨 대단한 철학적 재발견인양 빨아대는 사람들 때문에 반감이 더 심해졌다.  20년이 지나도 산뜻하게 읽힐수 있는 작품도 있지만, 드래곤 라자는 이미 쉬어버린 소설이다."
드래곤 라자 완결,영도 선생님의 캐릭터메이킹은 다시 봐도 감탄스럽다 표절시비만 아니었으면......
드래곤 라자 완결,이영도가 판타지를 쓰기 시작했다는 의미가 있는 작품. 다만 작품 자체의 완성도는 그리 높지 않고 재미 측면에서도 2019년 현재 새롭게 읽는 독자라면 의문 부호를 매길 수 있다.
드래곤 라자 완결,"호불호가 갈릴수 밖에 없는 소설임. 가볍게 읽는것 과 무겁게 읽는것 양쪽을 다 좋아하는 사람한테 맞는 소설임. 취향에 안맞으면 전반부만 재밌거나, 아니면 전반부에 포기하게됨.  아래 다른분들 리뷰들 보니 BL, 소재 차용 등으로 거부감 느끼는 사람들이 많은거 같음. 당연히 그럴수 있음. 근데 나는 개인적으로 이 소설을 싱숑이 웹소설 작가로써 작품을 대하는 태도, 바람, 목표등 작가 스스로를 이야기하는 소설이라고 해석 함. 그래서 당위성이 있는 장치들이자 오마주라고 생각함. (끝까지 보고 나서 그렇게 느꼈음)  위 두가지가 괜찮다면 (취향에 맞고, 거부감이 적다면) 여러번 읽을 만한 가치가 있는 소설임. 재밌어서 3일만에 잠도 제대로 안자고 쭉 읽었음."
드래곤 라자 완결,이거 리뷰쓰려고 두근거리면서 검색해서 왔는데 평점이 왜 이래.. bl요소가 있다니 글 대충 읽고 우리엘 메시지만 읽은 거 아냐?  소개글 구구절절 아니고 한문장 밖에 없는 것도 쌉간지 미쳤다  지금 유행하는 것들을 조금씩 섞은 건데 너무너무 잘 섞은 이것은 한우 투쁠 육회 비빔밥이다 성좌물이라는 새로운 장르를 열었다고 생각한다. 소설 속 소설을 읽는 느낌 특히 나는 각국 신화 설화 소설에 관심이 많았기 때문에 성좌가 누군지 추리하는 재미도 너무 재밌었다 내 전공이 이쪽이라 그런지 작가와 독자 인물 간의 관계에 대해서 작가님이 깊이 고민한 게 느껴져서 너무 좋았음. 스킬도 1인칭 주인공 시점 이런 식으로 풀어나간 것도 이상한 스킬 만들어내는 게 아니라 '소설' 이라는 장르 안에서 충분히 나올 수 있는 스킬인 게 너무..짱짱짱짱맨  문제는 아직 완결을 못봄 진짜 앉은 자리에서 끝까지 보는 편인데 48시간 내내 봐도 덜 읽음 빨리 완결 보고 뒷이야기 보고 싶은데 호흡이 너~~~~무 김. 당연함. 대작이니까. 대서사시가 딸랑 한 두권인 거 봤냐? 찬양합니다 진짜 네이버 웹툰도 잘 나와서 작가님 명성에 걸맞은 느낌이라 귯귯
드래곤 라자 완결,솔직히 인정한다. 재미는 평타는 친다. 악성 팬텀과 작가의 태도 덕에 읽을 마음이 사라질 뿐.  유사 BL이란 것도 유의.
드래곤 라자 완결,성마대전에서 하차했는데  그래도 2018~19년도 최고 히트작임에는 부정할 수가 없네요  작품외적으로 논란은 작품 평가와는 별개라고 생각합니다  작가 평가란이 아니니깐요
드래곤 라자 완결,이 소설을 빤다면 딱 두가지임. 똥꼬충이거나 다른 소설을 별로 안읽어 봤거나. 주인공이 성좌가 되기전까진 그래도 볼만했는데 파워 인플레 일어나고 소설이 개막장이 됨. 그와중에 어찌저찌 주인공 살리면서 이야기 이끌어가다보니 개억지되고 작가라는 놈은 소설 안에서 개연성이라는 단어를 썼으면 적어도 지가 개연성을 챙겨야지. 개연성 못챙길거면 파워인플레를 자제 하던가. 지도 지 설정 이해못하는거 같은데 소설이 제대로 굴러갈리가 있나. 읽다보면 턱턱 걸리는 부분이 ㅈㄴ많음. 좀만 생각해도 설정구멍인게 뻔한데 그걸 빨아 주는 독자들이 제일 극혐임. 그놈의 결말때문에 꾸역꾸역 보는데 스크롤 넘기기도 귀찮아질 정도로 노잼돼서 하차함. 딱 서울 안에서 놀았을때가 전성기였던거 같음. 그래도 초반부는 재밌었으니깐 1점은 드림
드래곤 라자 완결,작품만으로보면 특색있는 양판소 확실한건 빨아줄 정도는 아님  당신이 읽은 장르소설이 많을수록 설정의 허술함 내용의 반복 감성팔이 등의 문제점이 보인다.  설정의 허술함은 1860번 회귀하고 능력치까지 가져오는데도 클리어 못하는 유중혁 지 애미 팔아먹고 3류 판타지소설보면서 히히덕대는데 구원자 취급받는 김독자 행성하나 못 부숴먹는데 지들끼리 별명 지어주고 빨아주는 신화급 성좌들 구원튀 원패턴 등등 작가 두뇌의 한계에 의한 문제와  작품 외적으론 짱깨와도 같은 팬덤과 작가가 같이 은소로 작가를 죽기 직전까지 공격하고 자기가 표절의혹을 받자 8년전부터 기획했다는 말도 안되는 헛소리 (환생좌는 전독시 2년전 연재) 각종 소설의 표절  ※[환생좌 → 전독시]  신의 심심함을 달래기 위해 세계 멸망 튜토리얼 시작(환생좌)  성좌의 심심함을 달래기 위해 세계 멸망 시나리오 시작(전독시)   초반 지하철 강남역에서 갑자기 세계가 멸망하고 조그마한 요정이 사람들에게 미션을 주고 도중에 태클 거는 아재를 본보기로 죽임. (환생좌)  초반 3호선 지하철 안에서 갑자기 세계가 멸망하고 조그마한 도깨비가 사람들에게 시나리오를 주고 도중에 태클 거는 배우 지망생을 본보기로 죽임 (전독시)   튜토리얼 초반부에 달이 떠서 사람들의 개인 식량을 불태움. 이걸 이미 알고 있던 주인공은 그를 활용해 <이기적인 부자의 식량항아리> 아티팩트 얻음 (환생좌)  시나리오 초반부에 비류가 나타나 사람들더러 먹을 거나 밝힌다며 식량을 싹 부숴버림. 이를 이미 알고 있던 김독자는 미리 식량 팔아먹어서 코인 부자 (전독시)  [회귀도 13번이면 지랄맞다 → 전독시]  회귀13의 주인공 캐릭터와 전독시의 유중혁이 거의 복사붙여넣기 수준.  주공혁 : 13번에 걸쳐 반복된 회귀로 미쳐버림. 회귀 그만두고 죽고 싶어함. 정신병 있음.  이놈 회귀시킨 주체가 누구인지 아직도 미스테리. 시스템보다 더 초월적인 존재로 추정.  냉혹 무자비한 성격. 샤프한 인상의 꽃미남.  메인 아바타가 게임마스터.  과거 회차에서 결혼도 하고 아이까지 낳았지만 회귀로 무용지물 되고 이번 회차에서 과거 연인과 싸움.  과거 회차에서 여동생 같은 존재(하연시)를 그냥 죽게 방치한 적 있음.   유중혁 : 1800번 넘는 반복된 회귀로 미쳐버림. 회귀 그만두고 죽고 싶어함. 멘탈 개복치.  이놈 회귀시킨 배후성이 누군지 아직도 미스테리. 스타스트림보다 더 초월적 존재(tls123?)라 추정.  냉혹 무자비한 성격. 샤프한 인상의 꽃미남.  특성 중 하나가 프로게이머.  과거 회차에서 결혼도 하고 아이까지 낳았지만 회귀로 무용지물 되고 이번 회차에서 과거 연인과 싸움.  과거 회차에서 여동생 유미아를 그냥 죽게 방치한 적 있음.   등등 작품 외적으로도 팬덤과 작가가 중국인스러운 모습을 보여주기에 장르소설판에서 좀 안봤으면 하는 바이다. 소설 자체 3점 작품 외까지 고려하면 1점 주고싶음
드래곤 라자 완결,과대평가된 소설
드래곤 라자 완결,초반은 재미있는데
드래곤 라자 완결,가면 갈수록 스킬이나 특성 등의 설정은 개나주고 설화가 울부짖었다 ㅇㅈㄹ하면서 전투씬 ㅈㄴ 지루해짐.
드래곤 라자 완결,또 나만 재미없지
드래곤 라자 완결,"""독자에겐 독자의 삶이 있는 거니까요."""
드래곤 라자 완결,"중반까지는 존잼이라고 외치면서 볼만함, 뒤로가면 갈 수록 소설이 막장화가 되어가며 호불호가 갈릴듯  추가 : 에필로그가 연재중인데 작가의 떡밥회수능력에 감탄을 하였다."
드래곤 라자 완결,구원튀
드래곤 라자 완결,이거랑 일본 이세계물 라노벨이 뭐가 다른지 모르겠다.  소설 내용의 대부분은 캐릭터 덕질을 위한 설정놀음에 초점이 맞춰져있다.  이야기의 플롯은 맨날 구원튀하는식으로 똑같은 패턴이 반복되는데 누가 무얼 좋아하고 취미는 어떻고 이런 이야기를 굳이 구구절절 다 늘여놓아서 쓴다. 결국 이야기는 늘어지고 신들은 별명은 거창한데 하는짓은 애새끼들이며 작품은 작가의 설정놀음인 고유명사 투성이 활좌 조합물이 되버림.  내가 이걸 보다보면서 아주 비슷한 느낌을 느꼈는데 딱 웹툰 신의 탑이 이런 느낌이었음. 메리수 캐릭터를 위해 배경을 만들고 설정을 위한 설정을 만들며 나중엔 대부분의 캐릭터들이 특정 인기 캐릭터들을 띄어주기위한 소재로 밖에 사용이 안됨.  결국 내용은 유치해지고 이제 캐릭터 덕질해주는 소수의 팬끼리만 모여서 이거 재밌는데 왜 안보지 이러고 정상인들은 이미 다른 재밌는거 찾아서 떠났음.  작가가 그리스 로마 신화/북유럽 신화/성경 등의 인류의 베스트셀러 소설들을 한 3회독씩이라도 읽고 고찰하면서 썻다면 작가의 자조적인 말대로 3류 판타지 소설까진 아니었을거같다.
드래곤 라자 완결,"작가와 팬덤이 중국인같음  중국인  수가 쓸데없이 많은가? O (냅두면 지들끼리 뭉쳐서 존나 시끄러움)  탐나는게 있으면 뺏어놓고 각종 논란으로 무마할려고 하는가? O (동북공정에 각종 국가와의 영토분쟁)  지나간 곳은 더러워지는가? O (중국인 지나간 거리는 쓰레기 막 남겨져있음)  각종 행동에 무책임한가? O (자기들의 실수엔 관대하며 어떻게 넘길려고 한다 우한폐렴,환경오염,타국의 인권탄압등)  전독시  수가 쓸데없이 많은가? O (트위터 및 여초사이트같은 sns와 소설앱 등등에서 많이 보이고 존나 시끄러움)  탐나는게 있으면 뺏어놓고 각종 논란으로 무마할려고 하는가? O (환생좌에선 에피소드를 회귀13에선 캐릭터성과 설정을 빼다가 일부분 바꿔 초중반 에피소드와 유중혁이란 캐릭터를 씀 )  지나간 곳은 더러워지는가? O (다른 소설 댓글창보면 메뚜기때마냥 비교하는게 엄청 많이 보임 안 엮이는게 좋음)  자기 행동에 무책임한가? O (전혀 안 비슷한 작품을 가지고 다른 작가 상대로 득달같이 달려들어 물어뜯거나,타 작가들의 작품을 표절해놓고 8년전부터 구상했다는 양심없는 발언,자기들끼리 횡령 및 사기치는 모습들)  그냥 좀 안 봤으면 좋겠다 3류 판타지 소설잡고 지들끼리 히히덕대면 모를까 여기저기 똥뿌리고 다니는 모습보면 대가리 존나 쌔게 후리고 싶음 제발 짱깨짓은 니들끼리만 하세요 남들한테 뿌리지말고"
드래곤 라자 완결,"초반엔 수작까진 아니지만 특유의 분위기가 좋았다. 근데 갈수록 표현을 못하지만 복잡하게 쓰고 싶어하려다 넘어지는 부분이 자주 보였고 스케일은 크게 하고싶은데 감당은 못해서 개연성, 핍진성이 박살이나 후반부가 기워놓은 좀비를 보는 것 같았다. 그리고 갑자기 풍기는 bl향은 웹소설이란 서비스를 제공하는 작가로서 선을 넘는 짓이라고 생각한다. 처음부터 티를 냈다면 모르겠지만 후반가서 호불호가 강한 성향을 들어다니... 인기도 많았던 작품이라 얼마나 많은 팬들의 가슴에 대못을 박았는지 집작하기 힘들정도, 작품 외적으로는 1점을 주고싶다."
드래곤 라자 완결,"확실히 오글거리는 부분 더러 있음. 반복되는 원패턴 때문에 지루해지기도 함. 다만, 사이사이 재밌는 부분 보는 맛으로 끝까지 달렸다..."
드래곤 라자 완결,쥔공에게 들러붙는 여캐보고 대리만족하는 씹덕들이 보기엔 적절치 않은 소설임  요즘 판소는 하도 나오는 여캐마다 남주한테 비비적거리며 들러붙으니 오히려 로맨스 싹뺀 내용이 나에겐 정말재밌는 소설이였다.  하지만 너무 원패턴으로 흘러가 후반에 좀 지루한감있어서 별하나뺌  그러나 완결에 에필까지 보면 지루햇던 내용은 어느정도 커버가능  한수영 유중혁 김독자 이3명의 관계도가 넘나리 인상적  완결까지 안본사람들은 유중혁과 김독자 사이의 관계가 약간 이해가안될수도
드래곤 라자 완결,"흔한 클리셰로 사용되는 회귀자, 환생, 스트리밍 시스템 등이 들어있지만 그 흔한 클리셰들을 모두 적절히 사용하면서 최고의 스토리를 뽑아내었다. 구원튀가 자주 있지만 뒤로 갈수록 독자는 점점 구원튀보다는 살고싶다는 생각을 더 많이 하면서 결말을 보고자 한다. 그리고 bl은 그렇게 심하지는 않은 것 같은데. bl은 개그 코드로만 사용되고. 물론 좀 자주 나오기는 했는데 그것도 결국 뒤로 가면서 해결된다. 이 작품이 bl이 들어있다고 별점 1점받고 할 작품은 아니다. 내 인생작. 전독시 이후로 다른 판소들은 눈에 차지도 않는다."
드래곤 라자 완결,전독시는 루즈해지는게 문제야
드래곤 라자 완결,초반부는 좀 볼만하지만 계속되는 억지희생과 부활의 반복 캐릭터들이 죽어도 나중에 부활할것이 뻔하기때문에 아무런 감동도 안느껴짐  그리고 양심적으로 자기도 파쿠리쳐서 쓴 걸 오리지널리티라고 주장하고 싶나 ㅋㅋㅋ
드래곤 라자 완결,"그래도 완독한 몇 안되는 작품 중 하나라, 이게 이렇게까지 저평가 받을 건가 놀라서 들어왔다. 소설 상에서도 BL은 거의 농담식으로 쓰여서, 팬층의 연성물이 아닌 작품 자체에는 브로맨스 연출에 그렇게 힘을 실었다고는 생각하지 않는다. 만일 남성 캐릭터 둘이 농담으로라도 엮이는 게 진절머리나고 토악질 날 것 같으면 비추천하지만 그게 아니고서야...... 개인적인 견해로는, 솔직히 여성 독자 입장에서, BL을 파느냐의 유무와 상관없이, 개연성도 없이 등장하는 모든 여캐와 주인공을 엮어대는 요즘 판소들이나 아예 내스급처럼 유사 BL같은 소설이나 거기서 거기다. 또한 팬층이 타 작가에게 인신공격을 하는 건 봤지만... 공지문을 보면 작가도 나름 상대 작가님께 가는 피해를 줄이기 위해 노력한 것 같고, 애초에 작가와 연관있는 요소가 아닌데 왜 별점 테러를 당한 건지는 의문. 웹소설과 문학적 감성은 공존하기 힘들지만,그래도 문학적 감성을 아예 배제하고 거의 정보나열에 가까운 문장들만 사용하는 판소들 중에는 필력도 상당히 괜찮고 전개도 좋은 수작이라고 본다."
드래곤 라자 완결,친구 추천받고 읽었다가 완결까지 꼬박꼬박 챙겨봤네욬ㅋ
드래곤 라자 완결,내 판타지 웹소설 입문작. 누가 뭐래도 나에게는 최고의 소설.
드래곤 라자 완결,"일단 웹툰 1화 만 보고 스토리가 맘에 드는지 고민해도 괜찮을 듯  처음에 웹툰으로 1화 나온거 보다가 재밌을거 같아서 소설을 보게됬는데... 진짜 너무 재밌음 사실 현판 많이 보지도 않고 로판만 봤는데 이 소설 보고나서 현판도 재밌는게 많을 것같고 관심도 생기고, 암튼 이소설 때문에 현판파게됨. 진짜 누가 뭐라고 해도 이건 나한텐 인생작임,, 보다가보면 551화가 너무 짧게 느껴지고.. 솔직히 이런건 개인 생각에 따라서 다를것 같음. bl이라면서 하던데 , 개인적으로 힘든상황에서 10년 넘게 한 소설을 자기 혼자만 봐온다면 진짜로.. 그 소설의 등장인물에 애정이 생길 수 도 있을 것 같음. 그러니까 나는 볼때 bl이라고 생각이 안들던데...? =걍 이건 나한테 인생작."
드래곤 라자 완결,후반부 갈수록 고착화돼는 패턴과 신파 그리고 bl요소때문에 저평가 받고있는 소설
드래곤 라자 완결,중반까지는 좋았다고 봄... 읽으면서 계속 bl의 느낌을 지을수없었음 우정이랑 bl의 그 중간의 어중간한 느낌이 계속 들었고 히로인이 이걸 있다고해야되나 없다고해야되나 후반부에 어캐든 해볼려고했던것같은데... 하
드래곤 라자 완결,내 최고의 성좌물 이거 이후 성좌물이 급속히 늘어난 것 같다 너무 재미있어서 밤을 새고 읽음
드래곤 라자 완결,장점도 강력하며 단점도 강력한 작품. 최초는 아니나 성좌물 이란 장르의 모습을 유형화하며 유행시킨 작품으로 설정과 이야기 흐름의 반전이 아주 큰 장점이며 재미. 하지만 짧지도 않은 소설 내내 진행되는 원패턴은 독자로 하여금 큰 언성을 불러 일으킴. 작가를 욕하면서도 재미있게 볼 미스테리한 소설.
드래곤 라자 완결,초반엔 재미있었음. 초반엔 진짜 재미있었음
드래곤 라자 완결,이걸 짜집기라고 폄하하는건 좀 심하지
드래곤 라자 완결,논란 생기기 전까진 읽으면서 BL묻은건 잘 몰랐었음. BL인가? 싶으면 그런거 같기도하고.. 근데 양판소들 하렘군단 만들어서 빨아재끼는것만 보다가 그나마 남자조연 있는 작품이여서 좋았던거 같다. 성좌물 첫 작품이였는데 여기저기서 들어봤던 신들이 나오는것들도 신선했고 결말부분도 나한테 큰 여운을 줬었다. 거의 모든 작품이 그렇듯 중후반부가 제일 읽히지 않는데 그래도 결말까지 꾸준히 읽으면서 봤다.
드래곤 라자 완결,똥 때고 작가 인성 때고 보더라도 명작이라 불리기엔 상당히 아쉬운 작품 그 좋은 소재로 감성팔이만 하는게 참... 특히 후반부 원패턴으로 질질 끄는데 도저히 못보겠더라 굳이 보겠다면 말리진 않겠지만 추천하고 싶지는 않음  + 의외로 똥맛 안나더라( 히로인 없애고 유중혁이랑 계속 나오고 김독자 얼굴 버프 등 티는 난다)
드래곤 라자 완결,"개인적으로 이 작품은 새로운 흐름이었다고 생각함. 전독시 작가의 전작들을 봤었는데 그때는 철학적으로 쓰려는 글쟁이였다면 이건 철학은 조금넣고 대중성을 많이 취한 작품임. 그래서 사람들이 좋아하는 거라 생각함.  그냥 부시고 파괴하는 사이다 소설들이야 많은데 전작들 쓰면서 영향이 있었는지 인간관계, 인생의 목표 등 생각해볼 만한 주제들로 에피소드를 잘 풀어냈다고 느꼈음"
드래곤 라자 완결,정상인이라면 재밌게 읽을 소설. 씹덕들은 저리 가길
드래곤 라자 완결,만약에 악플다는 사람이 이글을 본다면 이글의 어느부분의 어떤점이 어덯게 싫었는지 알려주셨으면 합니다.
드래곤 라자 완결,내 인생작 탑 쓰리 안에 드는 작품. 주인공의 심리 묘사도 묘사지만 일단 소재가 너무 좋음. 매번 새로운 에피소드들은 너무 흥미롭다. 쌍방구원이란 게 이런거구나 싶은 소설.
드래곤 라자 완결,"할 말이없다... 그냥 쩐다고 보시면 된다.... 중간에 bl 개그요소 한 두번 정도 있고 불편하지는 않다 그냥 웃긴 편 마지막에서 보고 진짜 베개 다 젖었었는데... 떡밥 뿌려둔거 아주 깔끔하게 회수하고 필력 좋다 내가 이 소설로 웹소설 입문했고 각각 캐릭터도 매력 넘침,개성 있음 웹소 입문자들에게도 추천드리는 소설 중 후반즘에 약간 음 루즈해지는데 물론 걱정하지 않으셔도 됨 금방 끝남 결말에서 내 뒤통수를 강력하게 치고 간 소설 아직도 충격이네...일단 보세요 내 인생 소설 중 TOP3에 들어감"
드래곤 라자 완결,내 인생 작품 나한테 있어선 독자의 멸살법과 같은 존재  주제 진짜 개 좋았다 소설 속 등장인물에 대해 다시 한 번 생각하는 시간이었음 내가 재미없다고 휙휙 넘긴 곳이 그들한텐 하나뿐인 세상이니 진짜 감성팔이  논란이 있던데 잘 못 했더라도 우리 등장인물들이 잘 못한 건 아니잖너 솔직히 엄청 과몰입하면서 봤다고 그래서 엄청 괴로웠음 다 이해가 되니깐(안나는 솔직히 안됐음...ㅎ) 볼 때마다 괴로워서 차라리 내가 희생하고 싶엇음...썅....  특히 독자한테 몰입이 씨게 됐는데 독자가 되게 이기적인데도 세계를 왜 구하냐고 하던데 자신이 사랑하는 동료들이 있기에 그리고 자신이 사랑했던 세계였잖아요 아무리 싫은 사람이 있어도 그건 그거니깐 독자야...  그리고 등장인물들 하나하나 미워하고 사랑할 수밖에 없게 만들어짐 그리고 스토리도 뒤로 갈 수록 이해하기 어려워지긴 함 내 대가리가 안 따라줌 근데도 눈물 흘리면서 봤다 진짜 보는 내내 작가님한테 홀리는 것 같았음  그리고 자꾸 BL거리는데 BL 말고 중혁이랑 독자의 전우애 좀 봐주세요 하 ㅏ참 BL보는 사람인데 그거에 가려진 전우애만 보면 눈물 애초에 독자한테는 중혁이밖에 없었잖아 학교 폭력 당할 때고 친척들한테 무시 당할 때도 힘들고 슬프고 기쁠 때마다 독자 옆엔 항상 유중혁이였다고... 독자 인생이 멸살법인데 제발 좀 BL말고 전우애 좀 봐줘요......ㅜㅠㅠㅠㅍㅍ  ⁎결론 눈물 질질 흘리면서 봤다 김독자 이제는 좀 행복해라
드래곤 라자 완결,bl은 의식하지 않고 보면 개그요소로 치부할수 있는 수준. 개인적으로 이거 보고 나서 양판소 절대 못보겠더라.
